typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20240101","2024","52","2024","214","DOM","Dominican Rep.","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","792.01","false","5","u","792.01","false","25659.604","false","0","false",,"525610.38","525610.38","0","false","true",
"C","A","20240101","2024","52","2024","218","ECU","Ecuador","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","323","false","5","u","323","false","1949.89","false","0","false",,"27680.2","27680.2","0","false","true",
"C","A","20240101","2024","52","2024","222","SLV","El Salvador","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","6589.5","false","6589.5","false","0","false",,"446554.61","446554.61","0","false","true",
"C","A","20240101","2024","52","2024","233","EST","Estonia","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","723553","false","5","u","723553","false","536647.488","false","0","false",,"23575517.38","23575517.38","0","false","true",
"C","A","20240101","2024","52","2024","242","FJI","Fiji","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","2550.15","false","2550.15","false","0","false",,"13782.127","13782.127","0","false","true",
"C","A","20240101","2024","52","2024","246","FIN","Finland","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1081002","false","5","u","1081002","false","18760041.578","true","0","false",,"701060672.603","701060672.603","4","false","true",
"C","A","20240101","2024","52","2024","251","FRA","France","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","4651545","false","5","u","4651545","false","12175155.935","true","0","false",,"498873310.355","498873310.355","4","false","true",
"C","A","20240101","2024","52","2024","268","GEO","Georgia","X","Export","0","W00","World","0","W00","World","H5","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1700","false","5","u","1700","false","5055.62","false","0","false",,"254958.183","254958.183","0","false","true",
"C","A","20240101","2024","52","2024","276","DEU","Germany","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","187732484","false","5","u","187732484","false","127929457.427","true","0","false",,"5757881223.46","5757881223.46","4","false","true",
"C","A","20240101","2024","52","2024","300","GRC","Greece","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","430462","false","5","u","430462","false","1387805","false","0","false",,"21005454.521","21005454.521","0","false","true",
"C","A","20240101","2024","52","2024","320","GTM","Guatemala","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","32988","false","32988","false","0","false",,"588604","588604","0","false","true",
"C","A","20240101","2024","52","2024","328","GUY","Guyana","X","Export","0","W00","World","0","W00","World","H5","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","217","false","5","u","217","false",,"false","0","false",,"272189.159","272189.159","0","false","true",
"C","A","20240101","2024","52","2024","340","HND","Honduras","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","8.12","false","8.12","false","0","false",,"1477.2","1477.2","0","false","true",
"C","A","20240101","2024","52","2024","344","HKG","China, Hong Kong SAR","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","641864035","false","5","u","641864035","false","45881208.046","true","0","false",,"2537327811.653","2537327811.653","4","false","true",
"C","A","20240101","2024","52","2024","348","HUN","Hungary","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","119820040.325","false","5","u","119820040.325","false","106701223.593","true","0","false",,"7244993783","7244993783","4","false","true",
"C","A","20240101","2024","52","2024","352","ISL","Iceland","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","3867","false","3867","false","0","false",,"226053.39","226053.39","0","false","true",
"C","A","20240101","2024","52","2024","360","IDN","Indonesia","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","26470497.37","false","26470497.37","false","0","false",,"596522505.1","596522505.1","0","false","true",
"C","A","20240101","2024","52","2024","372","IRL","Ireland","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","249839","false","5","u","249839","false","686512.616","true","0","false",,"43743256.803","43743256.803","4","false","true",
"C","A","20240101","2024","52","2024","376","ISR","Israel","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","300059.121","true","0","false",,"13991000","13991000","4","false","true",
"C","A","20240101","2024","52","2024","380","ITA","Italy","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","8804810","false","5","u","8804810","false","5575319.294","true","0","false",,"257083880.457","257083880.457","4","false","true",
"C","A","20240101","2024","52","2024","384","CIV","Côte d'Ivoire","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","8","kg","8839","false",,"false","0","false",,"107385.295","107385.295","0","false","true",
"C","A","20240101","2024","52","2024","392","JPN","Japan","X","Export","0","W00","World","0","W00","World","H6","HS","true","850760","Electric accumulators; lithium-ion, including separators, whether or not rectangular (including square)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","571086028","false","5","u","571086028","false","74589229.488","true","0","false",,"3327727291.003","3327727291.003","4","false","true",
